ISO,WEO Subject Code,Country,Subject Descriptor,Units,Scale,2017,2018,2019,2020
UZB,GGXCNL,Uzbekistan,General government net lending/borrowing,National currency,Billions,"3,646.15","8,374.05","-1,726.91","-19,706.92"
UZB,GGXCNL_NGDP,Uzbekistan,General government net lending/borrowing,Percent of GDP,,1.148,1.963,-0.324,-3.255
UZB,GGSB,Uzbekistan,General government structural balance,National currency,Billions,,,,
UZB,GGSB_NPGDP,Uzbekistan,General government structural balance,Percent of potential GDP,,,,,
UZB,GGXONLB,Uzbekistan,General government primary net lending/borrowing,National currency,Billions,"2,872.36","6,630.28","-2,423.55","-20,299.57"
UZB,GGXONLB_NGDP,Uzbekistan,General government primary net lending/borrowing,Percent of GDP,,0.905,1.554,-0.455,-3.352
UZB,GGXWDN,Uzbekistan,General government net debt,National currency,Billions,,,,
UZB,GGXWDN_NGDP,Uzbekistan,General government net debt,Percent of GDP,,,,,
UZB,GGXWDG,Uzbekistan,General government gross debt,National currency,Billions,"61,191.51","83,732.27","152,047.19","226,446.96"
UZB,GGXWDG_NGDP,Uzbekistan,General government gross debt,Percent of GDP,,19.274,19.626,28.542,37.397
UZB,NGDP_FY,Uzbekistan,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"317,476.37","426,641.02","532,712.49","605,514.90"
UZB,BCA,Uzbekistan,Current account balance,U.S. dollars,Billions,1.478,-3.593,-3.371,-3.028
UZB,BCA_NGDPD,Uzbekistan,Current account balance,Percent of GDP,,2.381,-6.796,-5.592,-5.028
VUT,NGDP_R,Vanuatu,"Gross domestic product, constant prices",National currency,Billions,66.443,68.37,70.586,67.062
VUT,NGDP_RPCH,Vanuatu,"Gross domestic product, constant prices",Percent change,,6.317,2.9,3.241,-4.992
VUT,NGDP,Vanuatu,"Gross domestic product, current prices",National currency,Billions,94.889,100.772,107.45,104.929
VUT,NGDPD,Vanuatu,"Gross domestic product, current prices",U.S. dollars,Billions,0.88,0.929,0.93,1.008
VUT,PPPGDP,Vanuatu,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,0.763,0.804,0.845,0.814
VUT,NGDP_D,Vanuatu,"Gross domestic product, deflator",Index,,142.813,147.392,152.226,156.466
VUT,NGDPRPC,Vanuatu,"Gross domestic product per capita, constant prices",National currency,Units,"238,381.06","239,780.32","241,986.47","222,284.10"
VUT,NGDPRPPPPC,Vanuatu,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"2,739.07","2,755.15","2,780.50","2,554.11"
VUT,NGDPPC,Vanuatu,"Gross domestic product per capita, current prices",National currency,Units,"340,438.28","353,417.32","368,365.48","347,798.27"
VUT,NGDPDPC,Vanuatu,"Gross domestic product per capita, current prices",U.S. dollars,Units,"3,158.90","3,256.35","3,187.38","3,341.00"
VUT,PPPPC,Vanuatu,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"2,739.07","2,821.39","2,898.41","2,697.17"
VUT,NGAP_NPGDP,Vanuatu,Output gap in percent of potential GDP,Percent of potential GDP,,,,,
VUT,PPPSH,Vanuatu,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.001,0.001,0.001,0.001
VUT,PPPEX,Vanuatu,Implied PPP conversion rate,National currency per current international dollar,,124.29,125.264,127.092,128.949
VUT,NID_NGDP,Vanuatu,Total investment,Percent of GDP,,27.861,26.8,24.437,46.907
VUT,NGSD_NGDP,Vanuatu,Gross national savings,Percent of GDP,,,,,
VUT,PCPI,Vanuatu,"Inflation, average consumer prices",Index,,151.2,154.8,159,167.5
VUT,PCPIPCH,Vanuatu,"Inflation, average consumer prices",Percent change,,3.067,2.381,2.713,5.346
VUT,PCPIE,Vanuatu,"Inflation, end of period consumer prices",Index,,152.7,155.6,161,171.6
VUT,PCPIEPCH,Vanuatu,"Inflation, end of period consumer prices",Percent change,,3.315,1.899,3.47,6.584
VUT,TM_RPCH,Vanuatu,Volume of imports of goods and services,Percent change,,,,,
VUT,TMG_RPCH,Vanuatu,Volume of Imports of goods,Percent change,,,,,
VUT,TX_RPCH,Vanuatu,Volume of exports of goods and services,Percent change,,,,,
VUT,TXG_RPCH,Vanuatu,Volume of exports of goods,Percent change,,,,,
VUT,LUR,Vanuatu,Unemployment rate,Percent of total labor force,,,,,
VUT,LE,Vanuatu,Employment,Persons,Millions,,n/a,,
VUT,LP,Vanuatu,Population,Persons,Millions,0.279,0.285,0.292,0.302
VUT,GGR,Vanuatu,General government revenue,National currency,Billions,34.098,39.813,45.807,43.471
VUT,GGR_NGDP,Vanuatu,General government revenue,Percent of GDP,,35.935,39.508,42.631,41.429
VUT,GGX,Vanuatu,General government total expenditure,National currency,Billions,35.237,33.51,42.786,45.514
VUT,GGX_NGDP,Vanuatu,General government total expenditure,Percent of GDP,,37.135,33.253,39.82,43.376
VUT,GGXCNL,Vanuatu,General government net lending/borrowing,National currency,Billions,-1.139,6.303,3.021,-2.043
VUT,GGXCNL_NGDP,Vanuatu,General government net lending/borrowing,Percent of GDP,,-1.2,6.255,2.811,-1.947
VUT,GGSB,Vanuatu,General government structural balance,National currency,Billions,,,,
VUT,GGSB_NPGDP,Vanuatu,General government structural balance,Percent of potential GDP,,,,,
VUT,GGXONLB,Vanuatu,General government primary net lending/borrowing,National currency,Billions,-0.728,7.225,3.963,-1.18
VUT,GGXONLB_NGDP,Vanuatu,General government primary net lending/borrowing,Percent of GDP,,-0.768,7.169,3.688,-1.125
VUT,GGXWDN,Vanuatu,General government net debt,National currency,Billions,,,,
VUT,GGXWDN_NGDP,Vanuatu,General government net debt,Percent of GDP,,,,,
VUT,GGXWDG,Vanuatu,General government gross debt,National currency,Billions,49.939,45.611,48.456,50.391
VUT,GGXWDG_NGDP,Vanuatu,General government gross debt,Percent of GDP,,52.629,45.261,45.096,48.024
VUT,NGDP_FY,Vanuatu,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,94.889,100.772,107.45,104.929
VUT,BCA,Vanuatu,Current account balance,U.S. dollars,Billions,-0.056,0.08,0.259,0.08
VUT,BCA_NGDPD,Vanuatu,Current account balance,Percent of GDP,,-6.41,8.657,27.839,7.892
VEN,NGDP_R,Venezuela,"Gross domestic product, constant prices",National currency,Billions,--,--,--,--
VEN,NGDP_RPCH,Venezuela,"Gross domestic product, constant prices",Percent change,,-15.671,-19.655,-27.67,-29.995
VEN,NGDP,Venezuela,"Gross domestic product, current prices",National currency,Billions,--,0.006,1.006,14.323
VEN,NGDPD,Venezuela,"Gross domestic product, current prices",U.S. dollars,Billions,115.883,102.021,73.003,43.788
VEN,PPPGDP,Venezuela,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,375.113,308.629,227.234,161.152
VEN,NGDP_D,Venezuela,"Gross domestic product, deflator",Index,,"886,795.30","2,002,295,628.18","440,972,168,070.27","8,972,522,236,607.52"
VEN,NGDPRPC,Venezuela,"Gross domestic product per capita, constant prices",National currency,Units,--,--,--,--
VEN,NGDPRPPPPC,Venezuela,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"12,322.10","10,427.24","7,836.53","5,459.72"
VEN,NGDPPC,Venezuela,"Gross domestic product per capita, current prices",National currency,Units,--,0.218,36.149,512.442
VEN,NGDPDPC,Venezuela,"Gross domestic product per capita, current prices",U.S. dollars,Units,"3,806.66","3,529.72","2,624.41","1,566.60"
VEN,PPPPC,Venezuela,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"12,322.10","10,677.93","8,168.87","5,765.54"
VEN,NGAP_NPGDP,Venezuela,Output gap in percent of potential GDP,Percent of potential GDP,,,,,
VEN,PPPSH,Venezuela,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.306,0.238,0.167,0.121
VEN,PPPEX,Venezuela,Implied PPP conversion rate,National currency per current international dollar,,--,--,0.004,0.089
VEN,NID_NGDP,Venezuela,Total investment,Percent of GDP,,5.111,n/a,n/a,n/a
VEN,NGSD_NGDP,Venezuela,Gross national savings,Percent of GDP,,12.624,n/a,n/a,n/a
VEN,PCPI,Venezuela,"Inflation, average consumer prices",Index,,"27,896.76","18,265,146.45","3,654,129,639.98","89,714,263,101.08"
VEN,PCPIPCH,Venezuela,"Inflation, average consumer prices",Percent change,,438.117,"65,374.08","19,906.02","2,355.15"
VEN,PCPIE,Venezuela,"Inflation, end of period consumer prices",Index,,"84,970.30","110,597,550.20","10,711,919,274.40","327,767,509,170.00"
VEN,PCPIEPCH,Venezuela,"Inflation, end of period consumer prices",Percent change,,862.629,"130,060.24","9,585.49","2,959.84"
VEN,TM_RPCH,Venezuela,Volume of imports of goods and services,Percent change,,-34.651,0.3,-22.2,-27.062
VEN,TMG_RPCH,Venezuela,Volume of Imports of goods,Percent change,,-34.651,0.3,-22.2,-26.091
VEN,TX_RPCH,Venezuela,Volume of exports of goods and services,Percent change,,-0.044,-10.8,-11.5,-65.246
VEN,TXG_RPCH,Venezuela,Volume of exports of goods,Percent change,,-0.044,-10.8,-11.5,-65.593
VEN,LUR,Venezuela,Unemployment rate,Percent of total labor force,,27.886,35.554,n/a,n/a
VEN,LE,Venezuela,Employment,Persons,Millions,,n/a,,
VEN,LP,Venezuela,Population,Persons,Millions,30.442,28.903,27.817,27.951
VEN,GGR,Venezuela,General government revenue,National currency,Billions,--,--,0.088,0.616
VEN,GGR_NGDP,Venezuela,General government revenue,Percent of GDP,,8.493,6.394,8.72,4.298
VEN,GGX,Venezuela,General government total expenditure,National currency,Billions,--,0.002,0.188,1.334
VEN,GGX_NGDP,Venezuela,General government total expenditure,Percent of GDP,,21.766,36.67,18.725,9.312
VEN,GGXCNL,Venezuela,General government net lending/borrowing,National currency,Billions,--,-0.002,-0.101,-0.718
VEN,GGXCNL_NGDP,Venezuela,General government net lending/borrowing,Percent of GDP,,-13.273,-30.276,-10.005,-5.014
VEN,GGSB,Venezuela,General government structural balance,National currency,Billions,,,,
VEN,GGSB_NPGDP,Venezuela,General government structural balance,Percent of potential GDP,,,,,
VEN,GGXONLB,Venezuela,General government primary net lending/borrowing,National currency,Billions,--,-0.002,-0.1,-0.706
VEN,GGXONLB_NGDP,Venezuela,General government primary net lending/borrowing,Percent of GDP,,-13.098,-30.274,-9.982,-4.928
VEN,GGXWDN,Venezuela,General government net debt,National currency,Billions,,,,
VEN,GGXWDN_NGDP,Venezuela,General government net debt,Percent of GDP,,,,,
VEN,GGXWDG,Venezuela,General government gross debt,National currency,Billions,--,0.011,2.062,46.941
VEN,GGXWDG_NGDP,Venezuela,General government gross debt,Percent of GDP,,133.61,174.629,205.103,327.725
VEN,NGDP_FY,Venezuela,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,--,0.006,1.006,14.323
VEN,BCA,Venezuela,Current account balance,U.S. dollars,Billions,8.706,8.613,4.296,-1.529
VEN,BCA_NGDPD,Venezuela,Current account balance,Percent of GDP,,7.513,8.442,5.885,-3.492
VNM,NGDP_R,Vietnam,"Gross domestic product, constant prices",National currency,Billions,"4,217,874.76","4,532,739.40","4,866,315.60","5,005,843.60"
VNM,NGDP_RPCH,Vietnam,"Gross domestic product, constant prices",Percent change,,6.94,7.465,7.359,2.867
VNM,NGDP,Vietnam,"Gross domestic product, current prices",National currency,Billions,"6,293,904.55","7,009,042.13","7,707,200.29","8,044,385.73"
VNM,NGDPD,Vietnam,"Gross domestic product, current prices",U.S. dollars,Billions,277.071,304.47,331.818,346.31
VNM,PPPGDP,Vietnam,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,851.064,936.585,"1,023.55","1,066.63"
VNM,NGDP_D,Vietnam,"Gross domestic product, deflator",Index,,149.22,154.631,158.379,160.7
VNM,NGDPRPC,Vietnam,"Gross domestic product per capita, constant prices",National currency,Units,"45,028,319.80","47,881,387.16","50,436,503.44","51,298,474.02"
VNM,NGDPRPPPPC,Vietnam,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"9,085.61","9,661.29","10,176.85","10,350.78"
VNM,NGDPPC,Vietnam,"Gross domestic product per capita, current prices",National currency,Units,"67,191,171.65","74,039,698.85","79,880,604.94","82,436,597.15"
VNM,NGDPDPC,Vietnam,"Gross domestic product per capita, current prices",U.S. dollars,Units,"2,957.90","3,216.25","3,439.10","3,548.89"
VNM,PPPPC,Vietnam,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"9,085.61","9,893.57","10,608.44","10,930.55"
VNM,NGAP_NPGDP,Vietnam,Output gap in percent of potential GDP,Percent of potential GDP,,,,,
VNM,PPPSH,Vietnam,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.695,0.721,0.754,0.799
VNM,PPPEX,Vietnam,Implied PPP conversion rate,National currency per current international dollar,,"7,395.34","7,483.62","7,529.91","7,541.85"
VNM,NID_NGDP,Vietnam,Total investment,Percent of GDP,,32.305,32.02,31.98,31.916
VNM,NGSD_NGDP,Vietnam,Gross national savings,Percent of GDP,,31.709,33.914,35.739,36.265
VNM,PCPI,Vietnam,"Inflation, average consumer prices",Index,,256.785,265.875,273.311,282.118
VNM,PCPIPCH,Vietnam,"Inflation, average consumer prices",Percent change,,3.521,3.54,2.797,3.222
VNM,PCPIE,Vietnam,"Inflation, end of period consumer prices",Index,,260.388,268.155,282.198,282.726
VNM,PCPIEPCH,Vietnam,"Inflation, end of period consumer prices",Percent change,,2.597,2.983,5.237,0.187
VNM,TM_RPCH,Vietnam,Volume of imports of goods and services,Percent change,,17.536,9.335,4.4,1.75
VNM,TMG_RPCH,Vietnam,Volume of Imports of goods,Percent change,,19.436,9.526,3.824,3.348
VNM,TX_RPCH,Vietnam,Volume of exports of goods and services,Percent change,,16.719,12.061,6.442,2.583
VNM,TXG_RPCH,Vietnam,Volume of exports of goods,Percent change,,17.823,12.075,4.797,7.617
VNM,LUR,Vietnam,Unemployment rate,Percent of total labor force,,2.24,2.19,2.17,2.48
VNM,LE,Vietnam,Employment,Persons,Millions,,n/a,,
VNM,LP,Vietnam,Population,Persons,Millions,93.672,94.666,96.484,97.583
VNM,GGR,Vietnam,General government revenue,National currency,Billions,"1,231,421.30","1,363,869.01","1,496,316.37","1,479,361.70"
VNM,GGR_NGDP,Vietnam,General government revenue,Percent of GDP,,19.565,19.459,19.415,18.39
VNM,GGX,Vietnam,General government total expenditure,National currency,Billions,"1,355,034.00","1,435,435.00","1,526,893.00","1,709,524.00"
VNM,GGX_NGDP,Vietnam,General government total expenditure,Percent of GDP,,21.529,20.48,19.811,21.251
VNM,GGXCNL,Vietnam,General government net lending/borrowing,National currency,Billions,"-123,612.70","-71,565.99","-30,576.63","-230,162.30"
VNM,GGXCNL_NGDP,Vietnam,General government net lending/borrowing,Percent of GDP,,-1.964,-1.021,-0.397,-2.861
VNM,GGSB,Vietnam,General government structural balance,National currency,Billions,"-112,387.73","-71,925.19","-36,613.86","-224,863.59"
VNM,GGSB_NPGDP,Vietnam,General government structural balance,Percent of potential GDP,,,,,
VNM,GGXONLB,Vietnam,General government primary net lending/borrowing,National currency,Billions,"-25,884.70","35,018.01","76,488.37","-123,696.30"
VNM,GGXONLB_NGDP,Vietnam,General government primary net lending/borrowing,Percent of GDP,,-0.411,0.5,0.992,-1.538
VNM,GGXWDN,Vietnam,General government net debt,National currency,Billions,,,,
VNM,GGXWDN_NGDP,Vietnam,General government net debt,Percent of GDP,,,,,
VNM,GGXWDG,Vietnam,General government gross debt,National currency,Billions,"2,915,327.11","3,049,894.04","3,141,837.30","3,303,880.12"
VNM,GGXWDG_NGDP,Vietnam,General government gross debt,Percent of GDP,,46.32,43.514,40.765,41.071
VNM,NGDP_FY,Vietnam,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"6,293,904.55","7,009,042.13","7,707,200.29","8,044,385.73"
VNM,BCA,Vietnam,Current account balance,U.S. dollars,Billions,-1.651,5.769,12.475,15.06
VNM,BCA_NGDPD,Vietnam,Current account balance,Percent of GDP,,-0.596,1.895,3.759,4.349
WBG,NGDP_R,West Bank and Gaza,"Gross domestic product, constant prices",National currency,Billions,59.962,60.698,61.525,54.561
WBG,NGDP_RPCH,West Bank and Gaza,"Gross domestic product, constant prices",Percent change,,1.419,1.227,1.363,-11.318
